name,phone_numbers,email,websites,yearEstablished,acceptsVolunteers,facebookLink,twitterLink,linkedinLink,instagramLink,logo,address_line1,address_line2,address_line3,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,latitude,longitude,facilityTypeId,operatorTypeId,affiliationTypeIds,description,area,numberDoctors,capacity,procedure,equipment,capability,specialties,source_doc
St. John Of God prosthetics and orthotics rehab. Center,['+233206015959'],benfosu2565@gmail.com,[],,,,,,,,off Sunyani road,,,Sunyani,Ghana,,,,,,,,,"to restore motion, put smile on the faces of those who have lost hope by rehabilitating them back into the society",,,,[],[],"['Located off Sunyani road, Sunyani, Ghana'
 'Provides prosthetics and orthotics rehabilitation services'
 'Phone number +233 20 601 5959' 'Email benfosu2565@gmail.com'
 'Currently closed']",,CSV Seed
St John's Hospital & Fertility Centre,['+233501258518'],info@stjohnshfc.com,['stjohnshfc.com'],,,,,,,,Tantra Hill Junction,,,Accra,Ghana,,,,,,,,,We are your one-stop-shop family hospital serving your health needs with a customer-centric approach.,,,,[],[],[],,CSV Seed
"St. Joseph Catholic Hospital, Nkwanta",[],,[],,,,,,,,,,,Nkwanta,Oti Region,,,,,,,,,,,,,['Offers free eye screening' 'Performs cataract surgery'],[],"['SafeCare level 4 health facility in the Oti Region, Ghana'
 'Based in Nkwanta, Oti Region, Ghana'
 'Offers free eye screening and cataract surgery'
 'Eye screening schedule from 3 to 6 March 2025 across Salifukrom, Brewaniase, Ofosu, Tutukpene, Kecheibi, Bonakye, Sibi, and Damanko'
 'Cataract surgery dates on 27 and 28 March 2025']",,CSV Seed
St. Joseph Hospital in Koforidua – Ghana,[],,[],,,,,,,,,,,Koforidua,Ghana,,,,,,,,,,,,,[],[],"['St. Joseph Hospital in Koforidua – Ghana has Dr Hannah Ofosua Owusu (BSc, MBChB) on its staff']",,CSV Seed
"St.Joseph Hospital, Nkwanta",['+233243607872'],nkwastjhos@yahoo.com,[],,,,,,,,,,,Nkwanta,Ghana,,,,,,,,,,,,,[],[],"['St. Joseph Hospital, Nkwanta is located in Nkwanta, Ghana'
 'The hospital is always open']",,CSV Seed
St. Jude Hospital Gh,['+233262029695'],stjudehospitalobuasi@gmail.com,['stjudehospitalgh.com'],1987.0,,,,,,,Stadium Road,,,Obuasi,Ghana,,,,,,,,,St. Jude Hospital is a private facility which has been in operation since 1987 in Obuasi Municipal.,,,,[],[],"['Private healthcare facility operating in Obuasi Municipal since 1987'
 'Located on Stadium Road, Obuasi, Ghana'
 'Offers obstetrics and gynecology services' 'Phone: +233 26 202 9695'
 'Email: stjudehospitalobuasi@gmail.com'
 'Website: http://www.stjudehospitalgh.com/']",,CSV Seed
St. Lucas Catholic Hospital,[],,[],,,,,,,,,,,Wiaga,Upper East,,,,,,,,,District Hospital,,,,[],[],[],,CSV Seed
St. Luke Catholic Hospital,[],,[],,,,,,,,,,,Apam,Central,,,,,,,,,"St. Luke Catholic Hospital is a District Hospital in Apam, Central Region, Ghana, within the Catholic Health Service Trust network.",,,,[],[],"['St. Luke Catholic Hospital is a district hospital'
 'Located in Apam, Gomoa West District, Central Region, Ghana'
 'Falls under the Cape Coast Diocese'
 'Part of Catholic Health Service Trust Ghana (CHST)'
 'GPS address code CI-0006-4664'
 'Listed among Catholic Health Service Trust Ghana hospitals as of 2023']",,CSV Seed
St. Luke’s Catholic Hospital,[],,[],,,,,,,,,,,Chinderi,Volta,,,,,,,,,,,,,[],[],"['St. Luke Catholic Hospital is a district hospital in Apam, Gomoa West District, Central Region, Ghana'
 'Diocese: Cape Coast'
 'Part of Catholic Health Service Trust Ghana (CHST Hospitals)'
 'GPS address CI-0006-4664']",,CSV Seed
St. Luke's Clinic,['+233302775405'],stlukesclinic1@gmail.com,['stlukesclinic.com.gh'],,,,,,,,"H Kessels Close, Off Senchi Street",,,Accra,Ghana,,,,,,,,,,,,,[],[],"[""St. Luke's Clinic is located at H Kessels Close, Off Senchi Street, Airport Residential Area, Accra, Ghana""
 ""Phone number for St. Luke's Clinic is +233 30 277 5405""
 ""Email address for St. Luke's Clinic is stlukesclinic1@gmail.com""
 ""Website for St. Luke's Clinic is stlukesclinic.com.gh""
 ""Facebook page for St. Luke's Clinic is https://www.facebook.com/Stlukesclinicgh""]",,CSV Seed
St Marks Anglican Clinic,['+233241629864'],,[],,,,,,,,Subiri,,,Bibiani,Ghana,,,,,,,,,"St Marks Anglican Clinic is a mission health centre in Subiri, C/o Box 82, Bibiani Ghana. It offers a general services. This health centre is NHIS accredited.",,,,[],[],"['St Marks Anglican Clinic is a mission health centre located in Subiri, C/o Box 82, Bibiani, Ghana'
 'NHIS accreditation: St Marks Anglican Clinic is NHIS accredited'
 'Offers general health services' 'Contact number: 024-162-986-4'
 'Listed in categories: Doctors and Clinics, Community Health Centres, Hospitals, Medical Clinics, Health Care']",,CSV Seed
St. Martin de Porres Catholic Hospital,[],,[],,,,,,,,,,,Eikwe,Western,,,,,,,,,District Hospital,,,,[],[],"['St. Martin de Porres Catholic Hospital is a district hospital'
 'Located in Eikwe, Ellembelle District, Western Region, Ghana'
 'GPS address WE-1981-3344'
 'Part of the Catholic Health Service Trust Ghana network'
 'Listed among CHST Hospitals']",,CSV Seed
St. Martin's Catholic Hospi,['+233322097042'],,['smhagroyesum.org' 'smhagroyesum.org'],,,,,,,,Agoromyesum,,,Unknown,Ghana,,,,,,,,,Hospital,,,,[],[],"['Located in Agoromyesum, Ghana' 'Listed as Hospital on Facebook'
 'Phone number +233 32 209 7042' 'Website http://www.smhagroyesum.org/'
 'Coordinates 6.41667, -1.88333' 'Always open'
 'Facebook page created on 29 September 2015' 'Has 744 check-ins'
 'Has 19 likes' 'Has 19 followers']",,CSV Seed
St. Martin’s Catholic Hospital,[],,[],,,,,,,,,,,Agroyesum,Ashanti,,,,,,,,,"St. Martin’s Catholic Hospital is a District Hospital in the Amansie South District, within the Ashanti Region, Ghana, under the Obuasi Diocese.",,,,[],[],"['St. Martin’s Catholic Hospital is a district hospital in the Amansie South District, Ashanti Region, Ghana'
 'Located in Agroyesum'
 'Part of the Catholic Health Service Trust Ghana network of hospitals'
 'Hospital code AW-0602-1362']",,CSV Seed
St. Martins Catholic Hospital - Agroyesum,[],,[],,,,,,,,,,,AGROYESUM,ASHANTI,,,,,,,,,,,,,[],[],"['ST. MARTINS CATHOLIC HOSPITAL- AGROYESUM is a primary hospital located in Agroyesum, Amansie South District, Ashanti Region'
 'Holds a provisional health facility licence from HeFRA'
 'Licence issued on 2019-09-24 and expired on 2020-03-23'
 'Practitioner in-charge is Dr. Anthony Amanfo Ofori']",,CSV Seed
St. Marys Anglican Clinic,[],,[],,,,,,,,,,,Apinkra,Ashanti,,,,,,,,,Community health services with compassionate care.,,,,[],[],[],,CSV Seed
St. Mary Theresa Catholic Hospital,[],,[],,,,,,,,Dodi – Papase,,,Unknown,Oti,,,,,,,,,,,,,[],[],"['St. Mary Theresa Catholic Hospital is a district hospital located in Dodi – Papase, Kadjebi District, Oti Region, Ghana'
 'Affiliated with Catholic Health Service Trust, Ghana (CHST Hospitals)'
 'GPS address VM-1597-4789']",,CSV Seed
St Mathew's Clinic,[],,[],,,,,,,,New Achimota (mile 7),,,Greater Accra,Ghana,,,,,,,,,"St Mathew's Clinic is a private hospital in Greater Accra, New Achimota (mile 7) Ghana.",,,,[],[],"[""St Mathew's Clinic is a private hospital located in Greater Accra, New Achimota (mile 7), Ghana.""
 'Office address is 8th Floor, Block A, The Octagon, Accra, Ghana.'
 'Telephone number is +233 270 455522.'
 'Geographic coordinates are 5.63286 latitude and -0.24057 longitude.']",,CSV Seed
St. Matthew’s Catholic Hospital,[],,[],,,,,,,,,,,Apenkro,Dormaa East,,,,,,,,,,,,,[],[],"['Located in Apenkro, Dormaa East District, Bono Region, Ghana'
 'Part of Catholic Health Service Trust Ghana (CHST Hospitals)']",,CSV Seed
St. Michael’s Catholic Hospital,[],,[],,,,,,,,Pramso,,,Pramso,Ashanti,,,,,,,,,,,,,[],[],"['St. Michael’s Catholic Hospital is listed among CHST Hospitals of the Catholic Health Service Trust, Ghana'
 'St. Michael’s Catholic Hospital is located in Pramso, Bosomtwe District, Ashanti Region, Ghana'
 'The hospital is in the Diocese of Obuasi']",,CSV Seed
ST. Micheal Hospital,[],,[],,,,,,,,,,,Pramiso,Ashanti Region,,,,,,,,,,,,,[],[],"['Located in Pramiso, Ghana'
 'Page is labeled as an unofficial page for ST. Micheal Hospital'
 'The page indicates the hospital is always open'
 '240 people have checked in here' '5 people like this page'
 '5 people follow this page' 'Page created on May 16, 2019']",,CSV Seed
"St Peter's Hospital, Jacobu",['+233322495610'],,['sphj.org'],,,,,,,,District capital of the Amansie Central District,,,Jacobu,Ghana,,,,,,,,,"A CHAG hospital located in the District capital of the Amansie Central District- Jacobu, Ghana",,,,[],[],"[""St Peter's Hospital, Jacobu is a CHAG hospital located in Jacobu, the district capital of the Amansie Central District, Ghana""
 'Has Monday clinic days for Asthma and Sickle Cell Disease'
 'Contact phone number: +233 32 249 5610' 'Website: sphj.org']",,CSV Seed
Stratford Health Care,['+2332444817039' '+233277322870'],,[],,,,,,,,"Hno Pt. 23, Kojokrom/sekondi",,,Kojokrom/Sekondi,Ghana,,,,,,,,,Quality healthcare services for all patients.,,,,[],[],"['Stratford Health Care is located at Hno Pt. 23, Kojokrom/sekondi, P.o.box Box Ax 964, Ghana'
 'Contact numbers are 024 - 4817039 and 027-732-287-0'
 'Stratford Health Care is listed in the Doctors and Clinics category on GhanaYello'
 'Stratford Health Care is listed in the Medical Clinics category on GhanaYello'
 'Stratford Health Care is listed in the Physiotherapy category on GhanaYello'
 'Stratford Health Care is listed in the Health Care category on GhanaYello'
 'Stratford Health Care is listed in the Nursing and Care category on GhanaYello'
 'Stratford Health Care is listed in the Rehabilitation Clinics category on GhanaYello'
 'Stratford Health Care is listed in the Pregnancy and Child Birth category on GhanaYello'
 'Stratford Health Care is listed in the Maternity Homes category on GhanaYello'
 'Registered with GhanaYello on 2 May 2018'
 'Stratford Health Care has no reviews']",,CSV Seed
St Theresas Health Centre,['+23339222026' '+233247554434'],,[],,,,,,,,Obrayentoboase-nope,,,Nope,Ghana,,,,,,,,,"St Theresas Health Center is a mission health centre in Obrayentoboase-nope, C/o/ P/o/box 16, Nope Ghana. It offers a general services. This health centre is NHIS accredited.",,,,[],[],['NHIS accredited'],,CSV Seed
"St. Vincent De Paul Clinic, Drobonso",['+233547330160' '+233547719723'],st.vincent_clinic@yahoo.com,[],,,,,,,,DROBONSO,,,Kumawu,Ghana,,,,,,,,,CHAG facility @ Drobonso in the Konongo-Mampong Catholic Diocese,,,,[],[],"['CHAG facility located at Drobonso in the Konongo-Mampong Catholic Diocese'
 'Always open']",,CSV Seed
Suhum Government Hospital,['+233244759227' '+23385822310'],,[],,,,,,,,Forikrom,,,Suhum,Ghana,,,,,,,,,Suhum Government Hospital is a government primary hospital in Forikrom Ghana. It offers a general services. This primary hospital is NHIS accredited.,,,,[],[],"['Suhum Government Hospital is a government primary hospital located in Forikrom, Suhum, Ghana'
 'The hospital is NHIS-accredited'
 'Working hours are 24 hours on Monday, Tuesday, Wednesday, Thursday, Friday, and Sunday; Saturday is closed'
 'Address: Forikrom, Suhum, Ghana'
 'Contact numbers: 0244-759227 and 0858-22310']",,CSV Seed
Suncity Medical Centre,['+233303936590'],suncitymedicalcenter@yahoo.com,['suncitymedicalcentre.org'],,,,,,,,Adjei Kojo Suncity,,,Tema,Tema West Municipal,,,,,,,,,A 24/7 ultra-modern health care facility.,,,,[],[],"['Operates 24/7 health care facility'
 'Located in Tema West Municipal, Tema, Ghana'
 'Described as an ultra-modern health care facility'
 'Has a website at suncitymedicalcentre.org']",,CSV Seed
Sunshine Ophthalmic Consult,['+23326693334'],sunshineophthalmicconsult@gmail.com,[],,,,,,,,"Kumasi-Bekwai-roundabout, Danyame",,,Kumasi,Ghana,,,,,,,,,"We provide all kinds of eye care services: General eye services, eye surgery, optical services, refraction, glaucoma monitoring, outreach.",,,,[],[],[],,CSV Seed
Sunyani Municipal Hospital,['+233208170839' '+233242041338'],,[],,,https://www.facebook.com/smhosp/,,,,,,,,Sunyani,Brong Ahafo,,,,,,,,,"Sunyani Municipal Hospital is a government primary hospital in Brong Ahafo, Sunyani Ghana. It offers a general services. This primary hospital is NHIS accredited.",,,,[],[],"['Open 24 hours daily' 'NHIS accredited' 'Government primary hospital'
 'Provides general healthcare services'
 'Located in Sunyani, Brong Ahafo, Ghana']",,CSV Seed
Supercare Specialist Medical & Ho Fertility Center,['+233342290252'],2006.supercare.hospital.2013@gmail.com,[],,,,,,,,,,,Ho,Ghana,,,,,,,,,We are a modern state of the art equipped hospital providing quality health care services with clien,,,,[],[],"['Located in Ho, Ghana' 'Phone number +233 34 229 0252'
 'Email 2006.supercare.hospital.2013@gmail.com' 'Always open']",,CSV Seed
Swan Clinic and Medical Laboratory,[],info@swan-clinic-lab.com,['swan-clinic-lab.com'],1982.0,,,,,,,"Ritz Junction, Naa Dede Street",,,Adenta Municipality,Ghana,,,,,,,,,"Swan Clinic and Medical Laboratory was established in 1982 by the late Dr. Emmanuel Kobla Dogbatse,a german trained physician specialist and a former director of the Ridge Hospital-Accra.It has served till now many reputable government and private organisations.It provides faithful medical services utilizing the expertise, experience and skills of dedicated medical staff and laboratory technicians",,,,"['Provides emergency medicine and acute care for walk-in patients'
 'Offers minor surgical procedures as part of General Practice'
 'Provides maternity services including antenatal care and gynecological care with pelvic exams, Pap tests, and cancer screenings'
 'Offers medical counseling in Internal Medicine, Gynacology, General Surgery and Physiotherapy'
 'Performs laboratory-based diagnostic testing across Haematology, Coagulation, Microbiology, Molecular Biology, Tumour/Cancer Markers, Lipids Profile, Diabetes, Liver Function Tests, and Renal/Bone tests']",[],"['Established in 1982'
 'Location: Ritz Junction, Adenta Municipality (Ritz Junction-Naa Dede Street, Adenta)'
 'Telephone: +233-0303-903984'
 'Additional contact numbers: 030 290 3984 and 024 443 5201'
 'NHIS accredited with emergency medicine and acute care facilities'
 'Offers 24-hour support and 24/7 doctor availability'
 'Maternity services including antenatal and gynecological care'
 'Specialties include Internal Medicine, Gynacology, General Surgery and Physiotherapy'
 'Swan Medical Laboratory has served clients for 40 years and emphasizes precision and accuracy in test results'
 'Doctor consulting hours: 24 hours daily (Mon-Sun)']",,CSV Seed
"Swan Medical Centre, Osu Ako-Adjei opp. Kingdom Books and Stationery., Accra, Ghana",[],,[],,,,,,,,Osu Ako-Adjei opp. Kingdom Books and Stationery,,,Accra,Ghana,,,,,,,,,,,,,[],[],"['Swan Medical Centre is a branch of HEALTHNET located in Osu Ako-Adjei, opposite Kingdom Books and Stationery, Accra, Ghana']",,CSV Seed
Swan Medical Laboratory,['+233303903984'],info@swan-clinic-lab.com,['swan-clinic-lab.com'],1982.0,,,,,,,Ritz Junction,,,Adenta Municipality,Ghana,,,,,,,,,"Swan Clinic and Medical Laboratory was established in 1982 by the late Dr. Emmanuel Kobla Dogbatse,a german trained physician specialist and a former director of the Ridge Hospital-Accra.It has served till now many reputable government and private organisations.It provides faithful medical services utilizing the expertise, experience and skills of dedicated medical staff and laboratory technicians",,,,"['Performs minor surgical procedures as part of general practice'
 'Provides emergency medicine and acute care for walk-in patients'
 'Offers maternity services including antenatal care, pelvic exams, Pap tests, cancer screenings, and related testing'
 'Provides medical consultations in Internal Medicine, Gynecology, General Surgery, and Physiotherapy'
 'Conducts laboratory-driven diagnostic procedures and screenings across hematology, coagulation, microbiology, molecular biology, tumor markers, lipids, diabetes, liver function, and renal/bone testing']",[],"['Established in 1982'
 'NHIS accredited with emergency services and acute care for walk-in patients'
 '24-hour support available'
 'Doctors available 24/7 (consulting hours: Monday–Sunday 24hrs)'
 'Swan Medical Laboratory comprises experts and dedicated technicians'
 'Specializations include Microbiology, Biochemistry, Serology, and Hematology'
 'Located at Ritz Junction, Adenta Municipality'
 'Has served companies and private individuals for 40 years']",,CSV Seed
Sweden Ghana Medical Centre-SGMC,[],info@sgmcltd.com,['sgmccancercentre.com'],,,,,,,,PO. Box MD1879,,,Accra,Ghana,,,,,,,,,Covers the full range of cancer specialties and utilizes state-of-the-art equipment and treatment techniques to provide quality radiation treatment.,,,,['Provides radiation treatment for cancer'],['Uses state-of-the-art equipment for cancer treatment'],"['Provides comprehensive cancer care across all specialties'
 'Located in Madina, Accra, Ghana'
 'Postal address: PO Box MD1879, Madina, Accra, Ghana'
 'Email: info@sgmcltd.com' 'Website: sgmccancercentre.com'
 'Facebook page SGMC has 24K likes and 24K followers']",,CSV Seed
Swedru Hospital,['+233332020314'],,['https://www.facebook.com/agonasmh/'],,,,,,,,Agona Swedru,,,Agona Swedru,Ghana,,,,,,,,,Quality healthcare services for Agona Swedru community.,,,,[],[],[],,CSV Seed
Synlab Ghana (Koforidua Depot),['+233307085873'],,[],,,,,,,,"FDA Building, Hospital Road",,,Koforidua,Ghana,,,,,,,,,"Medical Lab facility named Synlab Ghana (Koforidua Depot) located at FDA Building, Hospital Road, Near the Regional Hospital Koforidua, Koforidua, Ghana.",,,,[],[],"['Provides diagnostic and laboratory services'
 'Located at FDA Building, Hospital Road, Near the Regional Hospital Koforidua, Koforidua, Ghana'
 'Phone contact: +233 30 708 5873'
 'Remains open for business during Easter holidays'
 'All SYNLAB branches nationwide will be closed on Sunday, 20 April 2025']",,CSV Seed
Synlab Ghana (Kumasi Ahodwo Depot),['+233322029724'],,[],,,,,,,,"Prime Plaza Building, Old Bekwai Road",,,Kumasi,Ghana,,,,,,,,,Medical lab,,,,[],[],[],,CSV Seed
Synlab Ghana (Kumasi Bantama Depot),['+233 32 204 3653'],,[],,,,,,,,"Silver Crest Building, Bantama Road",,,Kumasi,Ghana,,,,,,,,,SYNLAB Ghana as your preferred provider of diagnostic and laboratory services.,,,,[],[],"['Located at Silver Crest Building, Bantama Road, Kumasi, Ghana'
 'Phone number +233 32 204 3653' 'Category: Medical Laboratory'
 'Current status: Closed now'
 'Remains open for business throughout the Easter holidays to ensure uninterrupted diagnostic and laboratory services'
 'Nationwide SYNLAB Ghana branches will be closed on Sunday 20 April 2025']",,CSV Seed
"Taifa Medical Centre - Accra, Ghana",['0302408320'],,[],,,,,,,,Taifa Trotro Station,,,Accra,Ghana,,,,,,,,,,,,,[],[],"['Taifa Medical Centre is located at Taifa Trotro Station, Accra, Ghana'
 'Contact number is 0302408320'
 'Listed in Doctors and Clinics and Hospitals categories on GhanaYello'
 'Registered with GhanaYello on 8 December 2011'
 'Has 0 reviews and a rating of 0.0 on GhanaYello']",,CSV Seed
Taifa Polyclinic,[],,[],,,,,,,,,,,Accra,Ghana,,,,,,,,,,,,,[],[],['Always open'],,CSV Seed
Takoradi Family Health Specialist Hospital,['+233557842286'],,[],,,,,,,,Anaji 1st Avenue,,,Takoradi,Ghana,,,,,,,,,Leading private hospital in the western and central region,,,,[],[],"['Located at Anaji 1st Avenue, Takoradi, Ghana'
 'Has phone number +233 55 784 2286' 'Is always open'
 'Is a leading private hospital in the western and central region']",,CSV Seed
Tamale Central Hospital,['+233208166686' '+2337126542'],,['facebook.com/pages/Tamale-Central-Hospital/467820843234002'],,,https://www.facebook.com/pages/Tamale-Central-Hospital/467820843234002,,,,,"Northern, Zobogu",,,Tamale,Northern,,,,,,,,,Tamale Central Hospital is a government primary hospital in Ghana. It offers a general services. This primary hospital is NHIS accredited.,,,,[],[],"['Open 24 hours daily (7 days a week)'
 'Government-owned primary hospital in Ghana'
 'Provides general medical services' 'NHIS accredited'
 'Address: Northern, Zobogu, Tamale, Ghana']",,CSV Seed
Tamohec Clinic,['+233312322100'],,[],,,,,,,,1 Dobso Road,,,Tarkwa,Western,,,,,,,,,,,,,[],[],[],,CSV Seed
Tarkwa Government Hospital,[],,[],,,,,,,,,,,Tarkwa,Ghana,,,,,,,,,,,,,[],[],"['Based in Tarkwa, Ghana' 'Facebook page categorized as Local Business'
 'Page created on February 9, 2012' 'Always open on Facebook'
 '71 people like Tarkwa Government Hospital on Facebook'
 '71 people follow Tarkwa Government Hospital on Facebook'
 '1,548 people have checked in at Tarkwa Government Hospital on Facebook']",,CSV Seed
Tarkwa Municipal Hospital,['0362-205-79' '026-155-018-7' '0362-201-63'],,[],,,,,,,,"Cynide, P.o. Box 10",,,Tarkwa,Ghana,,,,,,,,,"Tarkwa Municipal Hospital is a government primary hospital in Cynide, P.o. Box 10 Ghana. It offers a general services. This primary hospital is NHIS accredited.",,,152.0,[],[],"['Is a government primary hospital.' 'Provides general medical services.'
 'Open 24 hours daily.' 'NHIS accredited.' 'Total bed capacity is 152.'
 'Accident and Emergency Unit has 10 beds.']",,CSV Seed
Tatale District Catholic Hospital,[],,[],,,,,,,,,,,Tatale,Northern,,,,,,,,,"Tatale District Catholic Hospital is listed as a Catholic hospital under the CHST Hospitals, in the Northern region of Ghana, located in the Tatale district (Tatale Sanguli) and within the Yendi diocese.",,,,[],[],['Tatale District Catholic Hospital is listed as a District Hospital in Tatale.'],,CSV Seed
Tema Christian Eye Center,['+233241745566'],christianeyecenter@gmail.com,[],,,,,,,,,,,Tema,Ghana,,,,,,,,,We provide eye care services to everyone.,,,,[],[],"['Provides eye care services to everyone' 'Based in Tema, Ghana'
 'Phone: +233 24 174 5566' 'Email: christianeyecenter@gmail.com'
 'Current status: Closed now']",,CSV Seed
Tema Polyclinic,[],,[],,,,,,,,Halcrow,,,Tema,Ghana,,,,,,,,,,,,,[],[],"['Tema Polyclinic is designated as a vaccination centre at Halcrow for the COVID-19 vaccination program in the Tema West Municipal area.'
 ""Halcrow's designated vaccination centres include Tema Polyclinic, Italian Flat, GPHA Clinic, Aponkye Clinic, International Maritime Hospital, and Community 3 Dzatabu.""]",,CSV Seed
Tepa District Hospital,['+233208901384' '+23320858956'],,[],,,,,,,,TEPA-MANKRASO MAIN RD,,,Unknown,Ghana,,,,,,,,,Services: General; NHIS accredited?: yes,,,,[],[],"['Type: PRIMARY HOSPITAL' 'Ownership: GOVERNMENT'
 'Location: TEPA-MANKRASO MAIN RD' 'Tel: 020-8901384 / 020858956'
 'Services: General' 'NHIS accredited?: yes']",,CSV Seed
Tetteh Quarshie Memorial Hospital,['+233342722011'],,[],,,,,,,,N4,,,Akuapim-Mampong,Eastern,,,,,,,,,,,,,[],[],[],,CSV Seed
The Bank of Ghana Hospital,['+233302739373'],info@thebankhospital.com,['thebankhospital.com'],,,,,,,,"Block F6, Shippi Road, Cantonments, Accra",,,Accra,Ghana,,,,,,,,,"The Bank of Ghana Hospital. The leading name in Advanced Healthcare for all. Exceptional Care, Every Patient, Every Day.",,,,[],[],"['Located at Block F6, Shippi Road, Cantonments, Accra, P.O. Box CT 1224, Cantonments, Accra'
 'Phone: +233 30 273 9373' 'Email: info@thebankhospital.com'
 'Facebook page for The Bank Hospital shows 13,000 likes and 14,000 followers'
 'Brand tagline: The Bank of Ghana Hospital — The leading name in Advanced Healthcare for all. Exceptional Care, Every Patient, Every Day.'
 'Status shown as Always open on the Facebook page']",,CSV Seed
The Community Hospital Ashongman,['+233243690494' '+233302927155'],,['thecommunityhospitals.com'],,,,,,,,Musuku-ashongman Est Rd,,,Unknown,Ghana,,,,,,,,,The Community Hospital New Ashongman is a private primary hospital in Musuku-ashongman Est Rd Ghana. It offers a general services. This primary hospital is NHIS accredited.,,,,[],[],[],,CSV Seed
"The Community Hospital, Ashongman Estates",[],,[],,,,,,,,Ashongman Estate Oyarifa,,,Oyarifa,Ghana,,,,,,,,,"Facebook page for The Community Hospital, Ashongman Estates (unofficial page) located in Ashongman Estate Oyarifa, Ghana.",,,,[],[],"['Facebook page for The Community Hospital, Ashongman Estates is an unofficial Local Business page'
 'Located at Ashongman Estate Oyarifa, Ghana'
 'Page created on July 30, 2012' 'Has 123 likes' 'Has 123 followers'
 'Has 6,088 check-ins here' 'Page shows Always open'
 'Includes link to nobline.org']",,CSV Seed
The Community Hospital New Ashongman,['+233243690494' '+233302927155'],,['thecommunityhospitals.com'],,,,,,,,Musuku-ashongman Est Rd,,,New Ashongman,Ghana,,,,,,,,,The Community Hospital New Ashongman is a private primary hospital in Musuku-ashongman Est Rd Ghana. It offers a general services. This primary hospital is NHIS accredited.,,,,[],[],"['Located on Musuku-ashongman Est Rd, Ghana.' 'Private primary hospital.'
 'Offers general medical services.' 'NHIS accredited.' 'Verified listing.'
 'Listed in categories Hospitals, Doctors and Clinics, and Medical Clinics.'
 'Profile last updated on 18 Apr 2018.'
 'Registered with GhanaYello on 5 Apr 2018.']",,CSV Seed
The David's Medical Centre,['+233598946620'],thedavidsmedicalcentrelimited@gmail.com,[],,,,,,,,,,,Yabraso,Bono East Region,,,,,,,,,"A primary hospital located in Yabraso, Atebubu Municipality",,,,[],[],[],,CSV Seed
"The Gordon’s Optometry - Dansoman High Street, Accra, Accra, Ghana",['+233302309316'],tgoptometry@gmail.com,['thegordonsoptometry.com'],,,,,,,,Dansoman High Street,,,Accra,Accra,,,,,,,,,We are an Optical Centre with professional(doctor) eye care services and wide range of quality frames,,,,"['Located at Dansoman High Street, Accra, Accra, Ghana.']",[],"['New location at Sakaman Junction adjacent to the Amser Fuel Station.'
 'Provides professional eye care services.' 'Sells eyewear frames.'
 'Open 8am–5pm, Monday to Friday, with Saturday by appointment.'
 'Contact phone numbers: +233 30 230 9316 and 024 884 9160.'
 'Email: tgoptometry@gmail.com.' 'Website: thegordonsoptometry.com.']",,CSV Seed
The Rock Hospital Accra,['+233277411942' '+233302304611' '+233245738009'],,[],,,,,,,,59 Nii Kojo Armah St Odorkor,,,Accra,Ghana,,,,,,,,,The Rock Hospital is a private primary hospital in 59 Nii Kojo Armah St Odorkor Ghana. It offers a general services. This primary hospital is NHIS accredited.,,,,[],[],"['Open 24 hours a day, seven days a week' 'Private primary hospital'
 'NHIS accredited']",,CSV Seed
"The Smile Restore Dental Clinics Accra (26 Mango Tree Avenue, Accra, Ghana)",[],,[],,,,,,,,26 Mango Tree Avenue,,,Accra,Ghana,,,,,,,,,,,,,"['Offers teeth whitening services'
 'Promotes teeth whitening with a 50% Easter discount']",[],"['Located at 26 Mango Tree Avenue, Accra, Ghana'
 'Identified as a dentist & dental office'
 'Has a Facebook page at https://www.facebook.com/TheSmileRestoreAD']",,CSV Seed
The Specialist Dental Practice,['+233200328571'],info@gmail.com,['specialisthealthghana.com'],,,,,,,,22 Balden AVE,,,Accra,Ghana,,,,,,,,,,,,,[],[],[],,CSV Seed
The Trust Hospital Company Limited,['+233509578762'],info@thetrusthospital.com,['thetrusthospital.com'],1992.0,,,,,,,Oxford Street,,,Accra,Ghana,,,,,,,,,"The Trust Hospital Company Limited is a fully-fledged hospital established in 1992, and currently the leading private healthcare provider in Ghana.",,,,[],[],"['The Trust Hospital Company Limited was established in 1992.'
 'The Trust Hospital Company Limited is the leading private healthcare provider in Ghana.'
 'The Trust Hospital Company Limited operates 4 hospitals and 6 clinics.'
 'The Trust Hospital Company Limited is located on Oxford Street, Accra, Ghana.'
 'Phone number for The Trust Hospital Company Limited is +233 50 957 8762.'
 'Email address is info@thetrusthospital.com.'
 'Website is thetrusthospital.com.']",,CSV Seed
"The Trust (SSNIT) Hospital, Osu, Accra",[],,[],,,,,,,,,,,Accra,Ghana,,,,,,,,,,,,,[],[],[],,CSV Seed
"Third Eyecare and Vision Centre - Kanda highway, Accra, Ghana",['+233543287008'],,['thirdeyecaregh.com'],,,,,,,,Kanda highway,,,Accra,Ghana,,,,,,,,,,,,,[],[],"['Located on Kanda highway, Accra, Ghana' 'Page category: Ophthalmologist'
 'Offers premier eyecare services' 'Phone: +233 54 328 7008'
 'Website: thirdeyecaregh.com'
 'Facebook page: Third Eyecare and Vision Centre']",,CSV Seed
